val,ind0,ind1,ind2
0.53638,0.53638,0.53633,0.53633
0.53633,0.53636,0.53633,0.53635
0.53635,0.53637,0.53628,0.53633
0.53636,0.53638,0.53633,0.53635
0.5364,0.53642,0.53635,0.53637
0.53641,0.53643,0.53637,0.53641
0.53638,0.53643,0.53635,0.53641
0.53637,0.53648,0.53637,0.53638
0.53629,0.53637,0.53627,0.53636
0.53637,0.53638,0.53627,0.53627
0.53641,0.53644,0.53641,0.53642
0.53637,0.53642,0.53632,0.5364
0.53657,0.53662,0.53634,0.53635
0.53662,0.53662,0.53657,0.53657
0.53668,0.53673,0.53657,0.53657
0.53664,0.53668,0.53662,0.53667
0.53659,0.53663,0.53654,0.53662
0.5363,0.53659,0.53627,0.53658
0.53629,0.53632,0.53627,0.53631
0.53624,0.53632,0.53622,0.53629
0.53626,0.53627,0.5362,0.53624
0.53631,0.53636,0.53625,0.53627
0.53633,0.53635,0.53627,0.53631
0.53631,0.53636,0.53629,0.53631
0.53626,0.53637,0.53625,0.5363
0.53629,0.53632,0.53625,0.53626
0.53602,0.53629,0.53596,0.53629
0.53613,0.53613,0.53599,0.53602
0.53615,0.53616,0.53612,0.53614
0.53613,0.53617,0.53609,0.53617
0.53618,0.53619,0.53613,0.53613
0.53616,0.53621,0.53615,0.53619
0.53631,0.53634,0.53614,0.53619
0.53647,0.53649,0.53631,0.53631
0.53649,0.53651,0.53647,0.53647
0.53647,0.53651,0.53646,0.53648
0.5366,0.53661,0.53644,0.53646
0.53667,0.53667,0.53655,0.5366
0.53699,0.53731,0.53665,0.53666
0.53704,0.53718,0.53696,0.53699
0.53702,0.53704,0.53694,0.53704
0.53699,0.53708,0.53697,0.53701
0.53698,0.53704,0.53697,0.537
0.53703,0.53713,0.53699,0.53701
0.53703,0.53706,0.53701,0.53704
0.53697,0.53705,0.53695,0.53705
0.53691,0.53699,0.53688,0.53698
0.53687,0.53692,0.53687,0.53692
0.53692,0.53693,0.53687,0.53687
0.53698,0.53698,0.53689,0.53694
0.53716,0.53723,0.53698,0.53698
0.53711,0.53723,0.53709,0.53716
0.53719,0.53722,0.53712,0.53712
0.53719,0.53723,0.53714,0.53718
0.5371,0.5372,0.5371,0.5372
0.53705,0.53708,0.53696,0.53708
0.53713,0.53719,0.53703,0.53703
0.53715,0.53721,0.53711,0.53713
0.53711,0.53722,0.53711,0.53718
0.53714,0.53715,0.53706,0.53711
0.53722,0.53722,0.53712,0.53714
0.53704,0.53722,0.53704,0.53722
0.53706,0.53709,0.53702,0.53706
0.5372,0.53721,0.53703,0.53707
0.53712,0.53721,0.53712,0.5372
0.53704,0.53716,0.53703,0.53716
0.53695,0.53706,0.53691,0.53704
0.53691,0.53694,0.53687,0.53694
0.53688,0.53694,0.53682,0.5369
0.53667,0.53688,0.53662,0.53687
0.53678,0.5368,0.53667,0.53668
0.53574,0.53679,0.53571,0.53677
0.53562,0.53582,0.53515,0.53571
0.53585,0.5359,0.53567,0.53567
0.53608,0.53615,0.53587,0.53587
0.53591,0.53617,0.53586,0.53607
0.53576,0.53593,0.53576,0.53591
0.53573,0.53581,0.53565,0.5357
0.53581,0.53584,0.53556,0.53571
0.53601,0.53621,0.53584,0.53584
0.53603,0.53603,0.53585,0.53592
0.53617,0.53618,0.53602,0.53603
0.53624,0.53627,0.53606,0.53618
0.53643,0.53646,0.53624,0.53624
0.5364,0.53645,0.53628,0.53643
0.53635,0.53648,0.53631,0.5364
0.53632,0.5364,0.53623,0.53637
0.53633,0.5364,0.53627,0.53635
0.53621,0.53632,0.5362,0.53631
0.53611,0.53623,0.53611,0.53621
0.53615,0.53617,0.536,0.53614
0.53604,0.53616,0.536,0.53614
0.53604,0.53612,0.53604,0.53605
0.53609,0.53613,0.53603,0.53606
0.53603,0.53616,0.53601,0.53611
0.53605,0.53608,0.53601,0.53604
0.53595,0.53606,0.53587,0.53604
0.53571,0.53597,0.53557,0.53597
0.53571,0.53583,0.53568,0.53572
0.53584,0.53586,0.53565,0.53568
0.53572,0.53585,0.53564,0.53583
0.53599,0.53601,0.53571,0.53571
0.53603,0.53603,0.53597,0.53598
0.53596,0.53602,0.53593,0.53601
0.53579,0.53598,0.53578,0.53594
0.53583,0.53584,0.53569,0.5358
0.53589,0.53589,0.53586,0.53587
0.53598,0.53599,0.5358,0.53589
0.53595,0.536,0.53587,0.53597
0.53606,0.53606,0.53592,0.53592
0.53602,0.53608,0.53602,0.53606
0.53607,0.53609,0.53599,0.53603
0.53598,0.53607,0.53598,0.53606
0.536,0.53602,0.53594,0.53601
0.53609,0.53609,0.53596,0.536
0.53604,0.53609,0.53599,0.53609
0.53609,0.53609,0.53598,0.53604
0.53609,0.53609,0.53609,0.53609
0.53609,0.53614,0.53606,0.53609
0.5361,0.53611,0.53606,0.53609
0.53614,0.53616,0.53606,0.5361
0.53608,0.53616,0.53603,0.53615
0.53603,0.53608,0.53602,0.53608
0.53601,0.53608,0.53598,0.53606
0.53606,0.53611,0.53601,0.53601
0.53616,0.53617,0.53605,0.53608
0.5362,0.53621,0.53614,0.53614
0.53601,0.5362,0.53598,0.5362
0.5359,0.53601,0.53586,0.53601
0.53576,0.53589,0.5357,0.53589
0.53579,0.53583,0.53573,0.53575
0.53573,0.53583,0.53572,0.53581
0.53577,0.5358,0.53566,0.53573
0.53595,0.53599,0.53577,0.53579
0.53599,0.53603,0.53594,0.53595
0.53595,0.53603,0.53595,0.53598
0.53605,0.53612,0.53595,0.53596
0.536,0.53601,0.5359,0.53599
0.53603,0.53607,0.53594,0.53601
0.53608,0.53612,0.53603,0.53604
0.53633,0.53635,0.53604,0.53608
0.53625,0.53636,0.53625,0.53634
0.53615,0.53625,0.5361,0.53625
0.53575,0.53619,0.5357,0.53617
0.53567,0.53577,0.53557,0.53575
0.53561,0.53574,0.53556,0.53566
0.5354,0.53571,0.53539,0.53562
0.53527,0.53546,0.53519,0.53541
0.53536,0.53544,0.53522,0.53527
0.53557,0.53563,0.53535,0.5354
0.53546,0.53557,0.5354,0.53557
0.5355,0.5356,0.53531,0.53546
0.5355,0.53551,0.53541,0.53548
0.53546,0.53558,0.53542,0.53551
0.53547,0.53552,0.53543,0.53546
0.53556,0.53566,0.53546,0.53547
0.53574,0.5358,0.53556,0.53556
0.53559,0.53581,0.53559,0.53575
0.53556,0.53566,0.53554,0.53559
0.53566,0.53571,0.53554,0.53556
0.53581,0.53581,0.53568,0.5357
0.53571,0.53595,0.53569,0.53582
0.53601,0.53601,0.53566,0.53571
0.53769,0.53818,0.536,0.536
0.53787,0.53832,0.53754,0.53769
0.53758,0.53804,0.53749,0.53789
0.53813,0.53823,0.53752,0.53754
0.53823,0.53877,0.53813,0.53813
0.53895,0.53899,0.53821,0.53821
0.53895,0.53925,0.53891,0.53892
0.53865,0.53902,0.53857,0.53897
0.53876,0.53882,0.53862,0.53865
0.53892,0.53892,0.53873,0.53876
0.53898,0.53907,0.53889,0.53892
0.53881,0.53909,0.53879,0.53898
0.53873,0.53886,0.53871,0.53878
0.53863,0.53877,0.53857,0.53872
0.53845,0.53867,0.53834,0.53863
0.53822,0.53865,0.5382,0.53847
0.53842,0.53846,0.53812,0.53824
0.53856,0.53863,0.53842,0.53842
0.53855,0.53871,0.53851,0.53856
0.53864,0.53876,0.53851,0.53855
0.53857,0.5388,0.53855,0.53866
0.53867,0.5387,0.53848,0.53858
0.53867,0.53875,0.53864,0.5387
0.53852,0.53872,0.53851,0.53869
0.53848,0.53856,0.53837,0.53853
0.53847,0.53862,0.53846,0.53846
0.53845,0.53855,0.53834,0.53843
0.53842,0.53846,0.53835,0.53844
0.53853,0.53855,0.53841,0.53842
0.53864,0.5387,0.53854,0.53854
0.53875,0.5388,0.53864,0.53864
0.53884,0.53893,0.53878,0.53878
0.53889,0.53894,0.53883,0.53884
0.53887,0.53898,0.53887,0.53889
0.53894,0.53897,0.53882,0.53889
0.53968,0.53974,0.53887,0.53894
0.53934,0.53973,0.53917,0.53971
0.53899,0.53941,0.53897,0.5394
0.53917,0.53936,0.53902,0.53903
0.53924,0.53928,0.53909,0.53918
0.53932,0.53943,0.53921,0.53924
0.53921,0.53942,0.53918,0.53932
0.53884,0.53932,0.53883,0.5392
0.53909,0.5391,0.5388,0.53884
0.5391,0.53918,0.53905,0.53909
0.53897,0.53912,0.53897,0.53906
0.539,0.53903,0.53882,0.53897
0.53888,0.53905,0.53885,0.53901
0.53888,0.53899,0.53884,0.53888
0.53873,0.53891,0.53869,0.53888
0.53882,0.53893,0.53873,0.53873
0.53906,0.53907,0.53881,0.53882
0.53905,0.53911,0.53899,0.53909
0.53909,0.5391,0.53898,0.53906
0.53904,0.5391,0.53901,0.5391
0.53913,0.53914,0.53903,0.53911
0.53902,0.53914,0.53901,0.53913
0.53904,0.53908,0.53901,0.53904
0.53902,0.53913,0.53898,0.53903
0.5391,0.53911,0.5389,0.53902
0.53911,0.53916,0.53908,0.5391
0.53915,0.53919,0.53907,0.53913
0.53918,0.53918,0.5391,0.53914
0.53914,0.53918,0.53909,0.53918
0.53893,0.53914,0.5389,0.53914
0.53889,0.53898,0.53883,0.53893
0.53889,0.53895,0.53885,0.53889
0.53885,0.5389,0.53883,0.53889
0.53881,0.53891,0.5388,0.53886
0.53889,0.5389,0.53879,0.53881
0.53889,0.53893,0.53884,0.5389
0.53875,0.5389,0.53874,0.5389
0.5388,0.53885,0.53871,0.53877
0.53878,0.53887,0.53866,0.5388
0.53915,0.5392,0.53878,0.53878
0.53932,0.53932,0.53904,0.53915
0.5392,0.53936,0.53911,0.53932
0.53899,0.53925,0.53894,0.5392
0.53888,0.53901,0.53886,0.53898
0.53894,0.53899,0.53882,0.53886
0.539,0.53906,0.53891,0.53895
0.5391,0.53914,0.539,0.539
0.53907,0.53908,0.53896,0.53908
0.53926,0.53929,0.53907,0.53907
0.53956,0.53958,0.53926,0.53928
0.53984,0.53991,0.53956,0.53956
0.53985,0.53989,0.53974,0.53983
0.53999,0.54007,0.53974,0.53985
0.53993,0.54008,0.53983,0.54001
0.53993,0.54001,0.53984,0.53993
0.54043,0.54044,0.53988,0.53993
0.54034,0.54079,0.54034,0.54043
0.54022,0.54041,0.54022,0.54034
0.54008,0.54022,0.53993,0.54022
0.54007,0.54018,0.53999,0.54011
0.54005,0.54016,0.54001,0.54007
0.54023,0.54027,0.54004,0.54005
0.5402,0.54029,0.54014,0.54025
0.54025,0.54027,0.54015,0.54016
0.54016,0.54037,0.54016,0.54025
0.54101,0.54148,0.54017,0.54018
0.54108,0.54137,0.54098,0.54104
0.54109,0.54126,0.54093,0.54108
0.54103,0.54117,0.54093,0.54108
0.54129,0.54133,0.54102,0.54103
0.54164,0.54172,0.54134,0.54134
0.54145,0.54166,0.54135,0.54166
0.54134,0.54146,0.54125,0.5414
0.54122,0.54143,0.54122,0.54137
0.5412,0.54127,0.54111,0.54122
0.54113,0.54123,0.54103,0.5412
0.541,0.54117,0.54084,0.54113
0.54109,0.54109,0.54089,0.54098
0.54119,0.54119,0.54108,0.54108
0.5412,0.54127,0.54113,0.5412
0.54126,0.54128,0.54114,0.54119
0.54112,0.5413,0.54108,0.54123
0.54098,0.5412,0.54098,0.54111
0.54033,0.54099,0.54013,0.54099
0.54017,0.54039,0.53998,0.54037
0.54,0.54022,0.54,0.54012
0.54008,0.54018,0.53987,0.54
0.5398,0.54014,0.53977,0.54007
0.53974,0.53989,0.53959,0.53981
0.5397,0.53975,0.53957,0.53974
0.53969,0.53969,0.53956,0.53969
0.53962,0.53969,0.53955,0.53967
0.53951,0.5397,0.53948,0.53968
0.5396,0.53965,0.53948,0.53951
0.53963,0.53963,0.5395,0.53959
0.5398,0.53985,0.53959,0.53963
0.53994,0.53996,0.53978,0.53981
0.53998,0.53999,0.53983,0.53995
0.53986,0.53996,0.53981,0.53996
0.53988,0.53989,0.53978,0.53986
0.53996,0.54001,0.53988,0.53988
0.53968,0.53998,0.53968,0.53996
0.53894,0.53968,0.53885,0.53968
0.53896,0.53912,0.53887,0.53894
0.53897,0.53912,0.53891,0.53895
0.53909,0.53912,0.53884,0.53899
0.53908,0.53919,0.53902,0.53908
0.53914,0.53914,0.53901,0.53907
0.53903,0.53914,0.539,0.53913
0.53905,0.53913,0.53897,0.53901
0.53899,0.53902,0.53888,0.539
0.53902,0.53905,0.53887,0.53897
0.53911,0.53912,0.53895,0.53902
0.5389,0.53911,0.53888,0.53911
0.53852,0.53894,0.53847,0.53891
0.53852,0.53853,0.53832,0.5385
0.5387,0.5387,0.5385,0.53852
0.53861,0.53871,0.53848,0.53871
0.53872,0.53879,0.53858,0.53862
0.53882,0.53885,0.53867,0.53872
0.53879,0.53891,0.53872,0.53882
0.53883,0.53884,0.53872,0.53877
0.5387,0.53889,0.53863,0.53883
0.53872,0.53874,0.53866,0.53868
0.53891,0.53893,0.53867,0.53871
0.53879,0.53894,0.53878,0.53893
0.53889,0.53893,0.53874,0.53878
0.53909,0.53909,0.53886,0.53889
0.53913,0.53913,0.53905,0.5391
0.53929,0.53929,0.53911,0.53911
0.5392,0.53934,0.5392,0.53929
0.53919,0.53925,0.5391,0.5392
0.53915,0.5392,0.53903,0.53919
0.53895,0.53915,0.53885,0.53915
0.53903,0.53904,0.53888,0.53892
0.53874,0.53908,0.53867,0.53904
0.5389,0.53901,0.53874,0.53874
0.53884,0.53892,0.53877,0.53891
0.53884,0.5389,0.53864,0.53884
0.53883,0.53894,0.53871,0.53884
0.53879,0.53894,0.53879,0.53882
0.53862,0.53884,0.5386,0.53879
0.53867,0.53876,0.53861,0.53863
0.53855,0.5387,0.53849,0.53867
0.53859,0.53859,0.53851,0.53856
0.53853,0.53866,0.53852,0.53859
0.53822,0.53854,0.53807,0.53849
0.53799,0.53837,0.53797,0.53824
0.53794,0.53806,0.53784,0.53797
0.53753,0.53797,0.53732,0.53794
0.53771,0.53781,0.53749,0.53753
0.53769,0.53772,0.53757,0.5377
0.53777,0.5378,0.5376,0.53769
0.5378,0.5378,0.53759,0.53776
0.53761,0.5378,0.53751,0.53776
0.53729,0.53766,0.53725,0.53762
0.53632,0.53729,0.53628,0.53729
0.53666,0.53667,0.5363,0.53634
0.53681,0.53696,0.53665,0.53666
0.5368,0.53684,0.53665,0.5368
0.53662,0.5368,0.53655,0.5368
0.53641,0.53662,0.53635,0.53662
0.53602,0.53658,0.53584,0.53641
0.53607,0.5362,0.53585,0.536
0.53621,0.53621,0.53606,0.53607
0.53605,0.53621,0.53591,0.53621
0.53567,0.53604,0.53562,0.53604
0.53573,0.53582,0.53562,0.53567
0.53584,0.53585,0.53564,0.53577
0.53571,0.53583,0.5357,0.53583
0.53576,0.53577,0.53563,0.53572
0.53578,0.53578,0.53572,0.53574
0.53616,0.53617,0.53578,0.53578
0.53623,0.53623,0.53602,0.53616
0.53638,0.53638,0.53612,0.5362
0.53643,0.53647,0.53636,0.53638
0.5366,0.53661,0.53643,0.53646
0.5365,0.53665,0.53645,0.5366
0.53646,0.5365,0.53641,0.53649
0.53638,0.53652,0.53637,0.53646
0.53651,0.53651,0.53629,0.53638
0.53641,0.53655,0.53636,0.53651
0.53661,0.53661,0.53641,0.53642
0.53665,0.5367,0.53657,0.53661
0.53666,0.53673,0.53665,0.53665
0.53681,0.53685,0.53655,0.53666
0.53686,0.53686,0.5367,0.53679
0.53686,0.53691,0.53676,0.53685
0.53701,0.53702,0.53686,0.53686
0.53701,0.53701,0.53688,0.53699
0.5371,0.53711,0.53696,0.53701
0.53715,0.53716,0.53706,0.53709
0.53729,0.53731,0.53715,0.53715
0.53714,0.53732,0.53711,0.53731
0.53723,0.53726,0.53709,0.53715
0.53733,0.5374,0.53724,0.53724
0.53764,0.53771,0.53733,0.53734
0.53756,0.53771,0.53756,0.53762
0.53756,0.53766,0.53755,0.53757
0.53747,0.5376,0.53747,0.53755
0.53749,0.53751,0.53745,0.53745
0.53745,0.53751,0.53744,0.53748
0.53741,0.53747,0.5374,0.53746
0.53735,0.53745,0.53732,0.53741
0.53726,0.53741,0.53719,0.53736
0.53731,0.53736,0.53713,0.53728
0.53739,0.5374,0.53725,0.53731
0.5375,0.53751,0.53739,0.5374
0.53749,0.53755,0.53745,0.53752
0.53764,0.5377,0.5375,0.53751
0.53769,0.53771,0.53759,0.53765
0.53797,0.53799,0.53769,0.53769
0.53804,0.53805,0.53795,0.53797
0.53806,0.53807,0.53798,0.53804
0.53805,0.53807,0.53795,0.53806
0.53807,0.53811,0.53803,0.53805
0.5381,0.53811,0.53801,0.53807
0.53806,0.53811,0.53806,0.5381
0.53806,0.53811,0.53805,0.53806
0.53832,0.53843,0.53807,0.53807
0.53847,0.53854,0.53824,0.53833
0.53834,0.53846,0.53834,0.53845
0.53818,0.53836,0.53815,0.53835
0.53811,0.53821,0.53811,0.53818
0.53791,0.53811,0.53791,0.5381
0.5378,0.53791,0.53774,0.53791
0.53775,0.5378,0.53768,0.5378
0.53775,0.53776,0.53768,0.53775
0.5377,0.5378,0.53766,0.53775
0.53771,0.53776,0.53766,0.53771
0.53762,0.5378,0.53762,0.53771
0.53766,0.53771,0.53762,0.53765
0.53755,0.53769,0.53755,0.53766
0.53762,0.53764,0.53754,0.53755
0.53791,0.53792,0.53762,0.53762
0.53793,0.53793,0.53776,0.53791
0.53799,0.538,0.5379,0.53795
0.53803,0.53804,0.53787,0.53793
0.5379,0.53803,0.53789,0.53803
0.53799,0.53801,0.5379,0.5379
0.53806,0.53807,0.53798,0.538
0.53808,0.53816,0.53801,0.53806
0.5381,0.53811,0.53803,0.53807
0.538,0.5381,0.5379,0.5381
0.53805,0.53805,0.53794,0.53801
0.5379,0.5381,0.5379,0.53805
0.53788,0.53791,0.53788,0.5379
0.53798,0.53805,0.53788,0.53788
0.53794,0.53798,0.53787,0.53797
0.538,0.53804,0.53792,0.53792
0.53804,0.53807,0.53797,0.538
0.53799,0.5381,0.53799,0.53803
0.53797,0.538,0.5379,0.53799
0.53795,0.53797,0.53794,0.53797
0.53794,0.53802,0.5379,0.53795
0.53799,0.53801,0.53793,0.53796
0.53794,0.53803,0.53793,0.538
0.53793,0.53795,0.5379,0.53794
0.53795,0.53799,0.53792,0.53792
0.53805,0.53807,0.53789,0.53794
0.53796,0.53807,0.53796,0.53804
0.53791,0.53798,0.5379,0.53796
0.53796,0.53798,0.53791,0.53791
0.538,0.53807,0.53793,0.53796
0.53803,0.5381,0.538,0.53801
0.53802,0.53803,0.53794,0.53802
0.53819,0.5382,0.53799,0.538
0.53812,0.53822,0.53808,0.53819
0.53811,0.53816,0.53801,0.53811
0.53798,0.53808,0.53796,0.53808
0.53804,0.53808,0.53791,0.53797
0.53793,0.53806,0.53793,0.53804
0.53793,0.53796,0.53788,0.53794
0.53771,0.53792,0.53766,0.53792
0.53786,0.53798,0.53768,0.53772
0.53786,0.53796,0.53779,0.53791
0.53764,0.53785,0.53763,0.53785
0.53758,0.53764,0.53757,0.53764
0.53773,0.53775,0.53757,0.53758
0.53768,0.53775,0.53766,0.53772
0.53769,0.5377,0.53765,0.53767
0.53767,0.53774,0.53766,0.5377
0.53768,0.53773,0.53767,0.53768
0.53773,0.53776,0.53767,0.53768
0.53767,0.53777,0.53763,0.53772
0.53767,0.53769,0.53762,0.53765
0.53776,0.53778,0.53767,0.53768
0.53765,0.53778,0.53764,0.53776
0.53767,0.53767,0.53762,0.53763
0.53762,0.53768,0.53762,0.53766
0.53756,0.53763,0.53752,0.53762
0.53762,0.53763,0.53755,0.53757
0.53762,0.53763,0.5376,0.53761
0.53766,0.53768,0.5376,0.53762
0.53767,0.53768,0.53761,0.53767
0.53764,0.53767,0.53761,0.53767
0.53757,0.53764,0.53756,0.53764
0.53756,0.53763,0.53755,0.53756
0.53758,0.5376,0.53755,0.53757
0.53762,0.53763,0.53757,0.53759
0.5376,0.53763,0.5376,0.53762
0.53752,0.53762,0.53751,0.53761
0.53757,0.53758,0.53751,0.53753
0.53754,0.53757,0.53752,0.53757
0.53749,0.53754,0.53749,0.53753
0.53748,0.53748,0.53742,0.53748
0.53749,0.53749,0.53745,0.53748
0.53752,0.53753,0.53745,0.53749
0.53752,0.53755,0.53751,0.53751
0.53755,0.53757,0.53752,0.53753
0.53758,0.53758,0.53752,0.53755
0.53754,0.53759,0.53752,0.53758
0.53758,0.5376,0.53752,0.53754
0.53768,0.5377,0.53758,0.53758
0.53772,0.53773,0.53766,0.53768
0.53775,0.53776,0.53769,0.53771
0.53778,0.53778,0.53773,0.53776
0.53776,0.53782,0.53775,0.53777
0.53776,0.53781,0.53775,0.53778
0.53774,0.53777,0.53773,0.53777
0.5378,0.53781,0.53773,0.53776
0.53778,0.53781,0.53776,0.53779
0.53774,0.53781,0.53772,0.53777
0.53769,0.53774,0.53768,0.53773
0.53758,0.53771,0.53755,0.5377
0.53752,0.53765,0.53751,0.5376
0.53754,0.53758,0.53752,0.53754
0.5375,0.53756,0.53748,0.53752
0.53757,0.53759,0.53748,0.53751
0.53757,0.53759,0.53754,0.53755
0.53757,0.53759,0.53755,0.53758
0.53758,0.53759,0.53756,0.53756
0.53756,0.53761,0.53756,0.53758
0.53762,0.53764,0.53756,0.53757
0.53765,0.53766,0.53761,0.53762
0.53759,0.53765,0.53757,0.53765
0.5376,0.53761,0.53752,0.53757
0.53762,0.53763,0.53759,0.53761
0.53761,0.53765,0.5376,0.53763
0.53763,0.53764,0.5376,0.53761
0.53756,0.53763,0.53754,0.53761
0.53761,0.53762,0.53756,0.53757
0.53763,0.53766,0.53761,0.53761
0.53763,0.53767,0.53761,0.53761
0.53766,0.53767,0.53761,0.53764
0.53763,0.53767,0.53763,0.53767
0.53764,0.53765,0.53761,0.53762
0.53766,0.53766,0.53761,0.53764
0.53763,0.53766,0.53762,0.53765
0.53762,0.53763,0.53761,0.53762
0.53758,0.53765,0.53757,0.53762
0.53744,0.53759,0.53739,0.53759
0.53746,0.53749,0.53739,0.53743
0.53747,0.53748,0.53742,0.53746
0.53748,0.5375,0.53745,0.53747
0.53751,0.53753,0.53746,0.53747
0.53749,0.53752,0.53745,0.53752
0.53752,0.53756,0.53746,0.53747
0.53753,0.53753,0.5375,0.53753
0.53751,0.53753,0.5375,0.53751
0.53755,0.53757,0.5375,0.53751
0.53757,0.53758,0.53755,0.53755
0.53752,0.53758,0.53751,0.53758
0.53758,0.53758,0.53751,0.53752
0.53752,0.53758,0.53752,0.53757
0.53757,0.53758,0.53749,0.53754
0.53756,0.53761,0.53754,0.53755
0.53751,0.53757,0.5375,0.53757
0.53763,0.53763,0.5375,0.53751
0.5376,0.53767,0.53759,0.53763
0.53755,0.5376,0.53754,0.5376
0.53755,0.53758,0.53753,0.53755
0.53752,0.53755,0.53749,0.53755
0.53748,0.53752,0.53747,0.53752
0.53747,0.53752,0.53746,0.53752
0.53737,0.53748,0.53732,0.53747
0.53738,0.53741,0.53736,0.53737
0.53736,0.53739,0.53735,0.53738
0.53734,0.53742,0.53733,0.53738
0.53732,0.53737,0.53728,0.53733
0.5373,0.53732,0.53726,0.53732
0.53725,0.53732,0.53725,0.53728
0.53719,0.53726,0.53718,0.53725
0.53722,0.53726,0.53719,0.53719
0.53726,0.53727,0.53711,0.53722
0.53733,0.53733,0.53719,0.53726
0.53733,0.53737,0.53732,0.53734
0.53733,0.53735,0.53731,0.53733
0.53734,0.53737,0.53733,0.53733
0.5374,0.5374,0.53734,0.53734
0.53734,0.53745,0.53734,0.53745
0.53734,0.53737,0.53734,0.53734
0.53738,0.53738,0.53732,0.53734
0.53733,0.53739,0.53732,0.53738
0.53732,0.53733,0.5373,0.53733
0.53729,0.53732,0.53727,0.53729
0.53724,0.53729,0.53721,0.53729
0.53719,0.53723,0.53711,0.53723
0.53719,0.53724,0.53718,0.53719
0.53719,0.53719,0.53718,0.53719
0.53717,0.53719,0.53714,0.53719
0.53716,0.53718,0.53714,0.53717
0.53707,0.53717,0.53707,0.53716
0.53709,0.53713,0.53707,0.53707
0.53712,0.53714,0.53707,0.5371
0.53699,0.53713,0.53698,0.53712
0.53697,0.537,0.53696,0.53698
0.53705,0.53707,0.53696,0.53698
0.53715,0.53717,0.53705,0.53706
0.53717,0.5372,0.53714,0.53714
0.5372,0.5372,0.53714,0.53718
0.53722,0.53725,0.5372,0.5372
0.53726,0.53727,0.53721,0.53723
0.53722,0.53731,0.53721,0.53727
0.53729,0.53732,0.53719,0.53722
0.53732,0.53732,0.53725,0.53729
0.5374,0.5374,0.5373,0.53731
0.53737,0.53746,0.53736,0.53741
0.53742,0.53743,0.53735,0.53737
0.53745,0.53747,0.53741,0.53743
0.53748,0.53749,0.53745,0.53746
0.53737,0.53748,0.53737,0.53746
0.53747,0.53747,0.53737,0.53737
0.53744,0.53747,0.5374,0.53747
0.53752,0.53763,0.53744,0.53745
0.53746,0.53755,0.53743,0.53755
0.53751,0.53754,0.53744,0.53745
0.53744,0.53752,0.5374,0.5375
0.5374,0.53744,0.53734,0.53744
0.53725,0.53741,0.5372,0.53741
0.53732,0.53734,0.53724,0.53725
0.53722,0.53739,0.5372,0.53731
0.53708,0.53727,0.53708,0.53721
0.53699,0.53708,0.53699,0.53708
0.53682,0.53699,0.53677,0.53699
0.53682,0.53688,0.53668,0.53683
0.53687,0.53687,0.5368,0.53683
0.53696,0.53696,0.53688,0.53689
0.53698,0.53698,0.5369,0.53696
0.53697,0.53698,0.53693,0.53694
0.5371,0.5371,0.53697,0.53697
0.53709,0.5371,0.53709,0.53709
0.53711,0.53712,0.53709,0.5371
0.53708,0.53713,0.53708,0.53712
0.53719,0.53719,0.53714,0.53714
0.53718,0.53719,0.53717,0.53719
0.53723,0.53724,0.53718,0.53718
0.53711,0.53724,0.5371,0.53723
0.53702,0.53711,0.53697,0.53711
0.53706,0.53706,0.53702,0.53702
0.53703,0.53704,0.53702,0.53704
0.53708,0.53708,0.53702,0.53702
0.53707,0.53708,0.53704,0.53708
0.53707,0.53707,0.53704,0.53707
0.53711,0.53711,0.53706,0.53706
0.53707,0.53711,0.53703,0.53711
0.53702,0.53702,0.53702,0.53702
0.53707,0.53711,0.53704,0.53711
0.53704,0.53708,0.53704,0.53706
0.53702,0.53703,0.53696,0.53696
0.53706,0.53706,0.53694,0.53694
0.53707,0.53707,0.53701,0.53701
0.53701,0.53708,0.53701,0.53708
0.53708,0.53708,0.53708,0.53708
0.53685,0.53698,0.53685,0.53696
0.53691,0.53697,0.53691,0.53697
0.53691,0.53691,0.53592,0.53592
0.53698,0.53698,0.5369,0.5369
0.53697,0.53702,0.53697,0.537
0.53731,0.53731,0.53703,0.53703
0.53734,0.53734,0.53734,0.53734
0.53727,0.53732,0.53634,0.53634
0.53724,0.53725,0.53724,0.53725
0.53717,0.53728,0.53717,0.53728
0.53722,0.53727,0.5363,0.5363
0.53628,0.53628,0.53628,0.53628
0.53723,0.53725,0.53723,0.53723
0.53729,0.53731,0.53718,0.53726
0.53597,0.53597,0.53597,0.53597
0.53712,0.53729,0.53711,0.53729
0.5371,0.5371,0.53708,0.5371
0.53709,0.5371,0.53709,0.5371
0.53715,0.53715,0.53707,0.53712
0.53715,0.53718,0.53715,0.53717
0.53654,0.53689,0.53652,0.53672
0.53658,0.53665,0.53653,0.53657
0.53661,0.53664,0.53658,0.53659
0.53664,0.53665,0.5366,0.53662
0.53657,0.53664,0.53656,0.53664
0.53667,0.53672,0.53654,0.53658
0.53682,0.5369,0.53673,0.53673
0.53681,0.53682,0.53681,0.53682
0.53673,0.53681,0.53671,0.53681
0.53672,0.53674,0.53671,0.53672
0.53682,0.53682,0.53675,0.53681
0.53681,0.53682,0.53681,0.53682
0.53678,0.53683,0.53676,0.53676
0.53679,0.53679,0.53675,0.53679
0.5368,0.5368,0.53674,0.53679
0.53672,0.5368,0.53672,0.5368
0.53674,0.53683,0.53673,0.53682
0.53678,0.53678,0.53674,0.53674
