val,ind0,ind1,ind2
0.53678,0.53678,0.5367,0.5367
0.53671,0.53679,0.5367,0.53678
0.53672,0.53672,0.53672,0.53672
0.5367,0.53676,0.53669,0.53671
0.53669,0.5367,0.53669,0.5367
0.53671,0.53671,0.53669,0.53669
0.53671,0.53671,0.53662,0.53663
0.5367,0.53671,0.53665,0.53671
0.53674,0.53674,0.53669,0.5367
0.53673,0.53674,0.53673,0.53674
0.53668,0.53671,0.53668,0.5367
0.53667,0.5367,0.53667,0.53668
0.53682,0.53682,0.53668,0.53668
0.53675,0.53682,0.53671,0.53682
0.53678,0.53678,0.53675,0.53677
0.53679,0.53679,0.5367,0.53678
0.53683,0.53685,0.53676,0.53679
0.53675,0.53683,0.53675,0.53683
0.53679,0.53681,0.53675,0.53675
0.53673,0.53674,0.53673,0.53674
0.5367,0.53673,0.53668,0.53673
0.53669,0.53674,0.53669,0.53674
0.53674,0.53674,0.53667,0.53668
0.53678,0.53678,0.53668,0.53674
0.53685,0.53685,0.53675,0.53678
0.53679,0.53681,0.53668,0.53681
0.53677,0.53681,0.53677,0.5368
0.53677,0.53679,0.53676,0.53679
0.53672,0.5368,0.53672,0.53678
0.5368,0.53681,0.53671,0.53675
0.53675,0.5368,0.53675,0.5368
0.53676,0.53676,0.53675,0.53675
0.53665,0.53679,0.53665,0.53675
0.53655,0.5367,0.53651,0.53665
0.5366,0.53665,0.53656,0.53656
0.53657,0.53662,0.53657,0.5366
0.5366,0.53662,0.53657,0.53659
0.53663,0.53663,0.5366,0.53661
0.53664,0.53668,0.53659,0.53662
0.53653,0.53662,0.53651,0.53662
0.53648,0.53656,0.53646,0.53654
0.53649,0.53655,0.53648,0.5365
0.53654,0.53662,0.53628,0.5365
0.5365,0.53656,0.53648,0.53653
0.53653,0.53655,0.53647,0.53651
0.53656,0.53656,0.53652,0.53654
0.53656,0.53657,0.53655,0.53657
0.53659,0.53664,0.5365,0.53656
0.5367,0.53677,0.53659,0.53659
0.53672,0.53675,0.5367,0.5367
0.53673,0.53674,0.53668,0.53673
0.53687,0.53688,0.53671,0.53673
0.53707,0.53715,0.53683,0.53686
0.53701,0.53712,0.537,0.53707
0.53693,0.537,0.53687,0.537
0.53692,0.53693,0.53691,0.53693
0.53698,0.53699,0.53692,0.53692
0.53698,0.53698,0.53694,0.53698
0.53695,0.53698,0.53693,0.53697
0.53707,0.53707,0.53696,0.53697
0.53707,0.53707,0.53702,0.53706
0.53716,0.53717,0.53705,0.53708
0.53729,0.53733,0.53715,0.53716
0.53732,0.53733,0.53724,0.53729
0.53729,0.53737,0.53727,0.53733
0.53726,0.53733,0.53722,0.5373
0.53741,0.53741,0.53722,0.53726
0.53737,0.53745,0.53737,0.53741
0.53741,0.53741,0.53736,0.53738
0.53748,0.53751,0.53741,0.53741
0.5375,0.53757,0.53746,0.53748
0.53755,0.53756,0.53746,0.5375
0.53757,0.53761,0.53753,0.53756
0.5376,0.53762,0.53754,0.53756
0.53772,0.53773,0.5376,0.5376
0.53782,0.53798,0.53771,0.53772
0.53769,0.53787,0.53766,0.53786
0.53783,0.53788,0.53767,0.53769
0.53799,0.53802,0.5378,0.53782
0.53795,0.53808,0.53792,0.53802
0.53787,0.53799,0.53787,0.53795
0.53791,0.53793,0.53787,0.53787
0.53792,0.53792,0.53789,0.5379
0.53811,0.53811,0.53792,0.53792
0.53798,0.53813,0.53798,0.53809
0.538,0.53804,0.53798,0.53798
0.53792,0.538,0.5379,0.538
0.53798,0.53799,0.53788,0.53792
0.53795,0.53799,0.53791,0.53795
0.53795,0.53798,0.53792,0.53793
0.53817,0.53817,0.53794,0.53794
0.53812,0.53821,0.53812,0.53819
0.53808,0.53816,0.53807,0.53812
0.53807,0.53811,0.53807,0.53809
0.53818,0.53818,0.53805,0.53806
0.5383,0.5383,0.53818,0.53819
0.53818,0.5383,0.53816,0.5383
0.53804,0.5382,0.53799,0.5382
0.53808,0.53812,0.53802,0.53804
0.53807,0.53809,0.53803,0.53808
0.53799,0.53808,0.53799,0.53807
0.53785,0.53799,0.53785,0.53799
0.53807,0.5381,0.53782,0.53786
0.53843,0.53846,0.53804,0.53807
0.53823,0.53844,0.53821,0.53844
0.5383,0.53834,0.53822,0.53824
0.53828,0.53833,0.53827,0.53829
0.53822,0.53829,0.53817,0.53828
0.53812,0.53822,0.53811,0.53822
0.53804,0.53814,0.53802,0.53813
0.53817,0.53818,0.53805,0.53806
0.5382,0.53823,0.53818,0.53818
0.5381,0.53822,0.53809,0.5382
0.53785,0.53812,0.53783,0.5381
0.5379,0.53799,0.53785,0.53785
0.5378,0.53794,0.53779,0.5379
0.53768,0.53781,0.53762,0.5378
0.53774,0.53779,0.53766,0.53768
0.53767,0.53778,0.53767,0.53775
0.53762,0.53769,0.53761,0.53767
0.53755,0.53764,0.53752,0.53761
0.53743,0.53755,0.53743,0.53755
0.53734,0.53743,0.53729,0.53743
0.53729,0.53734,0.53722,0.53734
0.5374,0.5374,0.53722,0.53729
0.53749,0.53751,0.53739,0.5374
0.53756,0.53757,0.53749,0.53751
0.53758,0.53766,0.53755,0.53756
0.53753,0.53758,0.53748,0.53758
0.53765,0.53765,0.53753,0.53753
0.53752,0.53765,0.53752,0.53765
0.53755,0.53756,0.53747,0.53752
0.5375,0.53759,0.53749,0.53758
0.53763,0.53764,0.53752,0.53752
0.53779,0.53782,0.5376,0.53763
0.53781,0.53782,0.53769,0.53779
0.53782,0.53788,0.53777,0.53782
0.5379,0.53795,0.53777,0.53782
0.53779,0.53791,0.53771,0.53788
0.53782,0.53789,0.53776,0.53779
0.53785,0.53786,0.5378,0.53785
0.53773,0.53786,0.53773,0.53786
0.53779,0.53779,0.53772,0.53773
0.53773,0.5378,0.53773,0.5378
0.53781,0.53781,0.53771,0.53773
0.53771,0.53782,0.5377,0.5378
0.5377,0.53772,0.53767,0.5377
0.53783,0.53786,0.53768,0.5377
0.53794,0.53798,0.53777,0.53784
0.53804,0.53807,0.5379,0.53794
0.53808,0.53811,0.53802,0.53804
0.53815,0.53817,0.53802,0.53808
0.5381,0.53819,0.53809,0.53815
0.53807,0.53811,0.53801,0.5381
0.53807,0.53808,0.53799,0.53808
0.53797,0.53808,0.53797,0.53806
0.5381,0.53812,0.53797,0.53798
0.53816,0.53817,0.5381,0.53811
0.53815,0.53818,0.53813,0.53815
0.53813,0.53818,0.53808,0.53815
0.53818,0.53827,0.5381,0.53811
0.53808,0.53819,0.53805,0.53819
0.5381,0.53813,0.53805,0.53808
0.53808,0.5381,0.53803,0.53809
0.53811,0.53813,0.53805,0.53808
0.53802,0.53812,0.53799,0.53812
0.53802,0.53803,0.53796,0.53801
0.53797,0.53807,0.53797,0.53806
0.53789,0.53797,0.53786,0.53797
0.53789,0.53792,0.53788,0.53788
0.53796,0.53797,0.53788,0.53788
0.53802,0.53809,0.53793,0.53797
0.53805,0.53809,0.53799,0.53803
0.53809,0.53814,0.53802,0.53803
0.53805,0.53814,0.53805,0.53809
0.53808,0.53809,0.53803,0.53805
0.53808,0.53809,0.53803,0.53809
0.53807,0.5381,0.53802,0.53809
0.53802,0.53809,0.538,0.53809
0.53809,0.53811,0.53801,0.53803
0.5381,0.53812,0.53808,0.53808
0.5381,0.53811,0.53809,0.53811
0.53811,0.53812,0.53807,0.53811
0.53801,0.53812,0.538,0.53812
0.53804,0.53806,0.538,0.53804
0.5381,0.53811,0.53802,0.53806
0.53818,0.53821,0.53809,0.53811
0.53814,0.5382,0.53811,0.53819
0.53819,0.53821,0.53813,0.53815
0.53818,0.53821,0.53818,0.5382
0.53814,0.5382,0.53813,0.53818
0.53814,0.5382,0.53813,0.53815
0.53807,0.53815,0.53801,0.53814
0.53804,0.53809,0.53803,0.53806
0.53804,0.53806,0.53802,0.53805
0.538,0.53805,0.53794,0.53805
0.53799,0.538,0.53794,0.538
0.53798,0.53804,0.53798,0.53799
0.538,0.53806,0.53797,0.53799
0.53799,0.538,0.53794,0.53798
0.53795,0.53799,0.53793,0.53798
0.53798,0.538,0.53795,0.53796
0.53786,0.53798,0.53782,0.53798
0.5379,0.5379,0.53783,0.53788
0.53785,0.5379,0.53783,0.53789
0.53786,0.53787,0.53779,0.53784
0.53796,0.53799,0.53784,0.53786
0.53794,0.53796,0.53788,0.53795
0.53789,0.53795,0.53788,0.53793
0.53804,0.53805,0.53789,0.5379
0.53807,0.53808,0.53801,0.53805
0.538,0.53807,0.538,0.53806
0.53808,0.53811,0.538,0.538
0.53803,0.53808,0.53802,0.53807
0.53798,0.53803,0.53798,0.53802
0.53795,0.53799,0.53795,0.53799
0.53803,0.53807,0.53795,0.53795
0.53804,0.53804,0.53802,0.53803
0.53797,0.53803,0.53796,0.53803
0.538,0.53801,0.53791,0.53796
0.53797,0.53801,0.53795,0.538
0.53802,0.53802,0.53795,0.53796
0.53801,0.53803,0.53798,0.53803
0.53805,0.53808,0.538,0.538
0.53803,0.53808,0.53802,0.53804
0.53802,0.53808,0.53801,0.53804
0.53801,0.53803,0.53799,0.53801
0.53801,0.53807,0.538,0.53801
0.53799,0.53806,0.53799,0.53803
0.53802,0.53805,0.538,0.538
0.53803,0.53807,0.53799,0.53801
0.53805,0.53806,0.538,0.53802
0.53805,0.53807,0.53804,0.53806
0.53799,0.53806,0.53799,0.53806
0.53801,0.53802,0.53799,0.538
0.53795,0.53802,0.53795,0.53801
0.53796,0.53798,0.53795,0.53796
0.53796,0.53798,0.53793,0.53795
0.53795,0.53797,0.53793,0.53795
0.53794,0.53797,0.53791,0.53796
0.53801,0.53802,0.53794,0.53794
0.53813,0.53815,0.53801,0.53802
0.53815,0.53815,0.53806,0.53814
0.53816,0.53817,0.53812,0.53814
0.53815,0.53821,0.53814,0.53817
0.53823,0.53827,0.53812,0.53815
0.53823,0.53825,0.5382,0.53823
0.53837,0.53837,0.53823,0.53824
0.53838,0.53841,0.53834,0.53835
0.53833,0.53845,0.53833,0.53841
0.53833,0.53838,0.5383,0.53833
0.53829,0.53833,0.53829,0.53833
0.53826,0.53833,0.53823,0.53829
0.53827,0.53827,0.53824,0.53824
0.53828,0.53828,0.53826,0.53827
0.53833,0.53833,0.53826,0.53828
0.53833,0.53833,0.53831,0.53831
0.53832,0.53833,0.53831,0.53832
0.53824,0.53832,0.53824,0.53832
0.53824,0.53824,0.53821,0.53824
0.53828,0.53829,0.53824,0.53824
0.5383,0.53831,0.53825,0.53827
0.53826,0.5383,0.53824,0.5383
0.53828,0.53828,0.53824,0.53826
0.53825,0.53828,0.53824,0.53828
0.53822,0.53827,0.53822,0.53825
0.53827,0.5383,0.53822,0.53822
0.53834,0.53834,0.53826,0.53826
0.53839,0.53839,0.53834,0.53834
0.53841,0.53843,0.53835,0.53839
0.53835,0.53844,0.53835,0.53842
0.53833,0.53838,0.53833,0.53835
0.53833,0.53834,0.53831,0.53834
0.53829,0.53833,0.53829,0.53833
0.5383,0.53834,0.53828,0.53829
0.53829,0.5383,0.53828,0.53829
0.53839,0.5384,0.53828,0.53829
0.53838,0.53843,0.53835,0.53838
0.53839,0.53841,0.53837,0.53839
0.53833,0.53839,0.53832,0.53839
0.53842,0.53842,0.53835,0.53836
0.53841,0.53842,0.53838,0.53842
0.53837,0.53842,0.53837,0.5384
0.53837,0.53838,0.53836,0.53837
0.53838,0.53839,0.53837,0.53838
0.53838,0.5384,0.53838,0.53838
0.53835,0.5384,0.53834,0.53839
0.53833,0.53835,0.53832,0.53834
0.53835,0.53835,0.53831,0.53833
0.53838,0.53839,0.53833,0.53834
0.53838,0.53839,0.53836,0.53838
0.53839,0.5384,0.53837,0.53837
0.5384,0.53843,0.53837,0.53837
0.53841,0.53843,0.53838,0.53843
0.53838,0.53842,0.53838,0.53842
0.53837,0.53839,0.53834,0.53838
0.53836,0.53838,0.53832,0.53836
0.53835,0.53836,0.53833,0.53835
0.5383,0.53837,0.53828,0.53835
0.5383,0.53832,0.53826,0.53831
0.53828,0.53832,0.53827,0.53832
0.5383,0.53831,0.53825,0.53828
0.5383,0.53832,0.53828,0.53829
0.5383,0.53831,0.53828,0.5383
0.5383,0.53832,0.53829,0.53831
0.53826,0.53831,0.53823,0.53831
0.53821,0.53826,0.5382,0.53825
0.53821,0.53823,0.5382,0.53822
0.53821,0.53825,0.53821,0.53822
0.5382,0.53822,0.53819,0.53821
0.53819,0.5382,0.53818,0.5382
0.53821,0.53821,0.53815,0.53818
0.53834,0.53836,0.53824,0.53825
0.53834,0.53835,0.53831,0.53834
0.53829,0.53835,0.53828,0.53835
0.53836,0.53838,0.53828,0.5383
0.53838,0.5384,0.53834,0.53837
0.53839,0.53841,0.53834,0.53838
0.53846,0.53846,0.53838,0.5384
0.53887,0.53887,0.53843,0.53845
0.53862,0.53886,0.53862,0.53884
0.53855,0.5386,0.53853,0.5386
0.53851,0.53856,0.53849,0.53854
0.53848,0.5385,0.53846,0.53849
0.53863,0.53864,0.53848,0.53849
0.53873,0.53873,0.53861,0.53863
0.5387,0.53874,0.53868,0.53874
0.53875,0.53875,0.53868,0.5387
0.53869,0.53875,0.53869,0.53875
0.53869,0.53871,0.53863,0.5387
0.53868,0.5387,0.53867,0.5387
0.53867,0.53868,0.53866,0.53868
0.5387,0.5387,0.53866,0.53867
0.53874,0.53876,0.53867,0.53869
0.53874,0.53877,0.53874,0.53875
0.53877,0.53878,0.53872,0.53873
0.53879,0.5388,0.53876,0.53876
0.53878,0.5388,0.53878,0.5388
0.53875,0.5388,0.53874,0.53879
0.5387,0.53876,0.5387,0.53874
0.53864,0.53871,0.53863,0.5387
0.53865,0.53868,0.53863,0.53864
0.5386,0.53865,0.53859,0.53865
0.53859,0.53864,0.53856,0.5386
0.53854,0.53863,0.53852,0.53858
0.53863,0.53863,0.53853,0.53856
0.53855,0.53863,0.53854,0.53861
0.53854,0.53855,0.53853,0.53855
0.53855,0.53857,0.53854,0.53854
0.53853,0.53855,0.53853,0.53855
0.53849,0.53854,0.53849,0.53853
0.53856,0.53856,0.53849,0.53849
0.53853,0.5386,0.53852,0.53856
0.53852,0.53852,0.53849,0.53849
0.53845,0.53852,0.53845,0.53852
0.53846,0.53847,0.53845,0.53846
0.53847,0.53848,0.53846,0.53847
0.53847,0.53847,0.53845,0.53846
0.53852,0.53853,0.53846,0.53846
0.53853,0.53854,0.53851,0.53852
0.53847,0.53853,0.53843,0.53853
0.53848,0.53853,0.53845,0.53846
0.53849,0.53854,0.53845,0.53848
0.53846,0.53849,0.53846,0.53849
0.53845,0.53848,0.53843,0.53844
0.53845,0.53846,0.53843,0.53845
0.53847,0.53851,0.53846,0.53847
0.53851,0.53851,0.53847,0.53848
0.53855,0.53856,0.53849,0.5385
0.53856,0.53857,0.53852,0.53852
0.53857,0.53857,0.53854,0.53856
0.53856,0.53857,0.53855,0.53857
0.53863,0.53863,0.53853,0.53857
0.53851,0.5386,0.53849,0.5386
0.53852,0.53852,0.53848,0.53851
0.53848,0.53852,0.53848,0.53852
0.53852,0.53853,0.53846,0.53848
0.53852,0.53853,0.53847,0.53852
0.53865,0.53867,0.53847,0.53852
0.53873,0.53877,0.53867,0.53867
0.53878,0.5389,0.53873,0.53873
0.53893,0.53893,0.53878,0.53878
0.53899,0.53905,0.53888,0.53893
0.53893,0.53901,0.53888,0.53899
0.53898,0.53899,0.53893,0.53893
0.53901,0.53903,0.53893,0.53897
0.53897,0.53903,0.53897,0.53901
0.53914,0.53915,0.53897,0.53898
0.53914,0.53918,0.53911,0.53914
0.53915,0.53935,0.53914,0.53915
0.53911,0.53919,0.53909,0.53911
0.53915,0.53915,0.53909,0.53911
0.53912,0.53915,0.53907,0.53915
0.53911,0.53914,0.5391,0.53912
0.5391,0.53915,0.53906,0.53911
0.53925,0.53925,0.5391,0.5391
0.5393,0.53935,0.5392,0.53921
0.53934,0.53941,0.5393,0.5393
0.53938,0.53938,0.53929,0.53934
0.53926,0.5394,0.53926,0.53937
0.53918,0.53926,0.53917,0.53926
0.53913,0.5392,0.53912,0.53919
0.53913,0.53917,0.5391,0.53914
0.53902,0.53913,0.53899,0.53913
0.53899,0.53904,0.53898,0.53902
0.53903,0.53905,0.53897,0.53899
0.53899,0.53902,0.53896,0.53902
0.53898,0.539,0.53893,0.53899
0.53898,0.53902,0.53887,0.53898
0.53896,0.53904,0.53894,0.53899
0.53895,0.53901,0.53894,0.53896
0.53894,0.53899,0.53889,0.53896
0.53897,0.53899,0.53889,0.53894
0.5389,0.53904,0.5389,0.53903
0.53892,0.53898,0.53888,0.5389
0.53891,0.53894,0.53884,0.53892
0.53883,0.53891,0.53883,0.53891
0.5388,0.53884,0.53878,0.53884
0.53879,0.5388,0.53878,0.53879
0.53876,0.53883,0.53876,0.5388
0.53894,0.53896,0.53874,0.53875
0.53894,0.53898,0.53893,0.53894
0.53915,0.53915,0.53893,0.53894
0.539,0.53913,0.53894,0.53913
0.53897,0.53901,0.53896,0.53901
0.539,0.539,0.53895,0.53896
0.53905,0.53905,0.539,0.539
0.53903,0.53905,0.539,0.53905
0.53903,0.53904,0.539,0.53903
0.53903,0.53904,0.53898,0.53904
0.539,0.53904,0.539,0.53903
0.53904,0.53905,0.53901,0.53901
0.53902,0.53904,0.53902,0.53904
0.53902,0.53902,0.53902,0.53902
0.53903,0.53904,0.53901,0.53902
0.53903,0.53904,0.53901,0.53904
0.53888,0.5391,0.53872,0.53904
0.53887,0.53888,0.53887,0.53888
0.53875,0.53887,0.53872,0.53887
0.53896,0.53899,0.53873,0.53874
0.5389,0.539,0.53888,0.53895
0.53887,0.539,0.53887,0.53889
0.53895,0.53896,0.53887,0.53891
0.53895,0.53898,0.53892,0.53895
0.539,0.539,0.53895,0.53895
0.53897,0.53901,0.53895,0.539
0.5391,0.53911,0.53895,0.53895
0.53905,0.53911,0.53905,0.53909
0.53904,0.53907,0.53903,0.53906
0.53907,0.53908,0.53903,0.53903
0.53909,0.53911,0.53908,0.53908
0.53905,0.5391,0.53905,0.53908
0.53904,0.53906,0.53904,0.53906
0.53907,0.5391,0.53902,0.53905
0.53904,0.5391,0.53902,0.53909
0.53902,0.53905,0.53901,0.53905
0.53904,0.53905,0.53899,0.53901
0.53923,0.53926,0.53903,0.53903
0.53939,0.53945,0.53922,0.53922
0.53941,0.53944,0.53933,0.53939
0.53945,0.53946,0.53939,0.53939
0.53946,0.53953,0.53939,0.53945
0.53936,0.53947,0.53924,0.53945
0.53936,0.53939,0.53934,0.53935
0.53932,0.53936,0.5393,0.53936
0.53925,0.53931,0.5392,0.53931
0.53934,0.53936,0.5392,0.53925
0.53944,0.53944,0.53933,0.53935
0.53949,0.53952,0.53943,0.53943
0.53965,0.53981,0.53939,0.53951
0.53921,0.53964,0.53921,0.53964
0.53917,0.5393,0.53912,0.5392
0.53924,0.53926,0.53916,0.53916
0.53925,0.53928,0.53924,0.53926
0.53919,0.53927,0.53915,0.53926
0.53924,0.53929,0.53914,0.5392
0.53916,0.53928,0.53916,0.53924
0.53921,0.53926,0.53915,0.53915
0.53916,0.53924,0.53915,0.53922
0.53893,0.53921,0.5389,0.53915
0.53889,0.53894,0.53882,0.53893
0.53898,0.539,0.53889,0.53889
0.53901,0.53901,0.53893,0.53899
0.53894,0.539,0.53893,0.539
0.53894,0.53895,0.5389,0.53892
0.53894,0.53894,0.53891,0.53894
0.53904,0.53906,0.53892,0.53893
0.53894,0.53905,0.53894,0.53902
0.53889,0.53895,0.53885,0.53894
0.53888,0.5389,0.53888,0.53889
0.53901,0.53901,0.53886,0.53888
0.53887,0.539,0.53887,0.539
0.53879,0.53884,0.53877,0.53881
0.5386,0.53882,0.53851,0.53878
0.5386,0.53864,0.5385,0.53861
0.53864,0.53865,0.5386,0.5386
0.53868,0.5387,0.53863,0.53865
0.53867,0.53874,0.53864,0.53869
0.53851,0.53869,0.53847,0.53869
0.53845,0.53856,0.53842,0.53851
0.53823,0.53847,0.53819,0.53842
0.53834,0.53847,0.53817,0.53822
0.5384,0.53842,0.53834,0.53836
0.53846,0.53855,0.53839,0.53841
0.53839,0.53844,0.53836,0.53844
0.53841,0.53846,0.53838,0.53838
0.53845,0.53845,0.53835,0.53841
0.53839,0.53848,0.53837,0.53846
0.53836,0.53842,0.53835,0.53842
0.53842,0.53846,0.53835,0.53835
0.53838,0.53846,0.53835,0.53842
0.5384,0.53841,0.53833,0.53839
0.53835,0.53841,0.5383,0.53839
0.53832,0.53836,0.5383,0.53834
0.53831,0.53834,0.53829,0.5383
0.53839,0.53839,0.53827,0.53831
0.53858,0.53861,0.53837,0.53838
0.53849,0.53863,0.53844,0.5386
0.53851,0.53865,0.5385,0.5385
0.53841,0.53854,0.53841,0.53851
0.53843,0.53846,0.5384,0.5384
0.53836,0.53846,0.53829,0.53843
0.53828,0.53836,0.53825,0.53836
0.53828,0.5383,0.53824,0.53827
0.53828,0.5383,0.53824,0.53829
0.53829,0.53831,0.53821,0.53829
0.53838,0.53839,0.53825,0.53826
0.53841,0.53841,0.53832,0.53838
0.53853,0.53857,0.53837,0.53839
0.53848,0.53856,0.53846,0.53852
0.53852,0.53852,0.53845,0.53846
0.53846,0.53854,0.53846,0.53846
0.53857,0.53861,0.53844,0.53846
0.53862,0.53868,0.53856,0.53856
0.53857,0.53868,0.53856,0.53862
0.53855,0.53866,0.53852,0.53856
0.53851,0.53855,0.5385,0.53853
0.53846,0.53857,0.53845,0.53855
0.53846,0.53854,0.53845,0.53846
0.53842,0.53857,0.53841,0.53846
0.5385,0.53856,0.53841,0.53842
0.53842,0.53854,0.53839,0.5385
0.53826,0.5385,0.53819,0.53843
0.53824,0.5384,0.53821,0.53826
0.53835,0.53838,0.53823,0.53823
0.53844,0.53844,0.53834,0.53836
0.53836,0.53844,0.53825,0.53841
0.53836,0.53841,0.53834,0.53837
0.53847,0.53849,0.53834,0.53837
0.53854,0.5386,0.53845,0.53847
0.5385,0.53858,0.53846,0.53853
0.53847,0.53851,0.53844,0.5385
0.5385,0.53854,0.53839,0.53847
0.53844,0.53854,0.53835,0.53851
0.53837,0.5385,0.53836,0.53845
0.53844,0.53844,0.53825,0.53837
0.53846,0.53849,0.53838,0.53844
0.53835,0.53847,0.53834,0.53845
0.5384,0.53842,0.53834,0.53834
0.53829,0.53841,0.53829,0.53839
0.5383,0.5383,0.53814,0.53829
0.5383,0.53832,0.53821,0.5383
0.53829,0.53833,0.53827,0.5383
0.5383,0.53832,0.53828,0.53831
0.53833,0.53835,0.53829,0.53829
0.53829,0.53836,0.53828,0.53833
0.5383,0.53837,0.53827,0.53828
0.53837,0.53838,0.53829,0.53829
0.5384,0.5384,0.53835,0.53836
0.53836,0.53841,0.53835,0.5384
0.53841,0.53844,0.53836,0.53836
0.53841,0.53842,0.5384,0.53841
0.53841,0.53842,0.5383,0.53841
0.53837,0.53842,0.53834,0.53841
0.53839,0.53842,0.53835,0.53837
0.53838,0.53842,0.53834,0.5384
0.53832,0.53839,0.53831,0.53839
0.53841,0.53842,0.53827,0.53831
0.53842,0.53846,0.53839,0.53841
0.53842,0.53844,0.53833,0.53842
0.53839,0.53845,0.53836,0.53844
0.53842,0.53847,0.53838,0.53838
0.53844,0.53846,0.53837,0.53843
0.53846,0.53847,0.53841,0.53844
0.53845,0.53847,0.5384,0.53846
0.53845,0.53851,0.5384,0.53845
0.5385,0.53853,0.53844,0.53845
0.53851,0.53855,0.53846,0.5385
0.53875,0.53876,0.53851,0.53851
0.53871,0.53877,0.53865,0.53874
0.53875,0.53877,0.5387,0.53872
0.53876,0.53877,0.5387,0.53876
0.5387,0.53876,0.53869,0.53874
0.53865,0.5387,0.5385,0.5387
0.53869,0.53872,0.5386,0.53866
0.53865,0.53871,0.53865,0.53869
0.5387,0.53873,0.53864,0.53866
0.53862,0.5387,0.53861,0.53869
0.53859,0.53863,0.53858,0.53861
0.53862,0.53867,0.53855,0.53857
0.53863,0.53869,0.5386,0.53862
0.53877,0.53877,0.5386,0.53863
0.53936,0.53937,0.53877,0.53877
0.53938,0.53944,0.53905,0.53938
0.53926,0.53956,0.53922,0.53943
0.53945,0.53959,0.5392,0.53926
0.53948,0.53962,0.53934,0.53945
0.53929,0.53948,0.53929,0.53947
0.53915,0.53926,0.53913,0.53926
0.53928,0.5393,0.53912,0.53915
0.53931,0.53935,0.53928,0.53928
0.53924,0.53931,0.53915,0.53931
0.53945,0.53946,0.53922,0.53924
0.53941,0.53947,0.53933,0.53945
0.53945,0.53946,0.53932,0.53942
0.5395,0.53951,0.53944,0.53945
0.53945,0.53959,0.53939,0.5395
0.53959,0.53961,0.53945,0.53945
0.53947,0.53959,0.53942,0.53959
0.5394,0.5395,0.53939,0.53948
0.53949,0.5395,0.53934,0.53939
0.53945,0.53953,0.53939,0.53949
0.53941,0.5395,0.53937,0.53945
0.5395,0.53954,0.53937,0.53942
0.5396,0.53978,0.53945,0.53949
0.53966,0.53968,0.53956,0.53961
0.53977,0.53983,0.5396,0.53966
0.53972,0.53981,0.53962,0.53978
0.53948,0.53975,0.53945,0.53971
0.53947,0.53953,0.53946,0.53947
0.53941,0.53949,0.5394,0.53947
0.53935,0.53943,0.53935,0.53941
0.5393,0.53937,0.53929,0.53937
0.53921,0.5393,0.53909,0.5393
0.53925,0.53925,0.5391,0.53921
0.53904,0.53932,0.53901,0.53926
0.53903,0.53916,0.53898,0.53904
0.539,0.53907,0.539,0.53906
0.53895,0.53906,0.53894,0.539
0.53902,0.53903,0.53881,0.53894
0.53904,0.53905,0.53901,0.53901
0.53896,0.53902,0.53895,0.53901
0.53915,0.53916,0.53894,0.53894
0.53912,0.53927,0.53907,0.53915
0.53907,0.53921,0.53899,0.53913
0.53921,0.53921,0.53901,0.53907
0.53902,0.53921,0.53901,0.53921
0.53902,0.53912,0.53895,0.53901
0.5391,0.53913,0.539,0.53904
0.53924,0.53927,0.5391,0.53911
0.53946,0.53946,0.5392,0.53923
0.53947,0.53972,0.53943,0.53945
0.53949,0.53957,0.5394,0.53948
0.53958,0.5396,0.53949,0.53949
0.53969,0.53979,0.53959,0.53959
0.53974,0.53975,0.53949,0.5397
0.53983,0.53986,0.53967,0.53973
0.53993,0.54004,0.53983,0.53983
0.53974,0.54,0.53969,0.53994
0.53968,0.53974,0.53951,0.53974
0.53905,0.53976,0.53891,0.53969
0.53874,0.53906,0.53866,0.53903
0.5387,0.53897,0.53869,0.53874
0.53876,0.5388,0.53866,0.53871
0.53888,0.5389,0.53874,0.53876
0.53886,0.53895,0.53879,0.53888
0.53879,0.5389,0.53879,0.53887
0.53855,0.5388,0.53854,0.5388
0.53857,0.53866,0.53849,0.53854
0.53859,0.53871,0.5385,0.53858
0.53867,0.53867,0.53858,0.53858
0.53882,0.53883,0.53865,0.53866
0.53895,0.53903,0.53865,0.5388
0.53902,0.53917,0.53896,0.53896
0.53897,0.53908,0.53895,0.53903
0.53898,0.53903,0.53896,0.53897
0.53905,0.53908,0.53898,0.53898
0.53914,0.53915,0.53905,0.53905
0.53913,0.53919,0.53913,0.53914
0.53909,0.53915,0.53906,0.53912
0.53921,0.53921,0.53909,0.53909
0.53909,0.53921,0.53909,0.5392
0.53889,0.53911,0.53888,0.5391
0.53889,0.5389,0.53888,0.53889
0.53886,0.53893,0.53885,0.53889
0.53895,0.53899,0.53886,0.53887
0.53902,0.53902,0.53893,0.53896
0.53904,0.53905,0.53899,0.53901
0.53898,0.53908,0.53898,0.53905
0.53898,0.53899,0.53891,0.53898
0.53895,0.53899,0.53894,0.53898
0.53899,0.53901,0.53894,0.53896
0.53901,0.53902,0.539,0.539
0.539,0.53904,0.539,0.53902
0.53902,0.53905,0.539,0.539
0.53908,0.53908,0.53902,0.53903
0.53896,0.53908,0.53895,0.53908
0.53885,0.53899,0.53883,0.53895
0.53878,0.53888,0.53874,0.53884
0.53874,0.53878,0.53869,0.53875
0.53871,0.53881,0.5387,0.53874
0.5387,0.53873,0.53859,0.53871
